Name,League,Team,Stat,Versus,Prizepicks,Odds Type
Kyle Tucker,MLB,CHC,RBIs,AZ,0.5,demon
Corbin Carroll,MLB,AZ,Total Bases,CHC,1.5,demon
Kyle Tucker,MLB,CHC,Total Bases,AZ,4.5,demon
Josh Naylor,MLB,AZ,Total Bases,CHC,2.5,demon
Kyle Tucker,MLB,CHC,Total Bases,AZ,0.5,goblin
Pete Crow-Armstrong,MLB,CHC,Doubles,AZ,0.5,demon
Randal Grichuk,MLB,AZ,Runs,CHC,0.5,demon
Nico Hoerner,MLB,CHC,Runs,AZ,0.5,demon
Josh Naylor,MLB,AZ,Runs,CHC,0.5,demon
Miguel Amaya,MLB,CHC,Runs,AZ,0.5,demon
Lourdes Gurriel Jr.,MLB,AZ,Total Bases,CHC,0.5,goblin
Lourdes Gurriel Jr.,MLB,AZ,Total Bases,CHC,3.5,demon
Michael Busch,MLB,CHC,Total Bases,AZ,2.5,demon
Dansby Swanson,MLB,CHC,Total Bases,AZ,2.5,demon
Dansby Swanson,MLB,CHC,Hits,AZ,0.5,goblin
Ketel Marte,MLB,AZ,Total Bases,CHC,4.5,demon
Lourdes Gurriel Jr.,MLB,AZ,Total Bases,CHC,4.5,demon
Randal Grichuk,MLB,AZ,Hits,CHC,0.5,goblin
Ketel Marte,MLB,AZ,RBIs,CHC,1.5,demon
Ketel Marte,MLB,AZ,RBIs,CHC,0.5,demon
Corbin Carroll,MLB,AZ,Doubles,CHC,0.5,demon
Michael Busch,MLB,CHC,RBIs,AZ,1.5,demon
Geraldo Perdomo,MLB,AZ,Hits+Runs+RBIs,CHC,0.5,goblin
Corbin Carroll,MLB,AZ,Total Bases,CHC,3.5,demon
Jake McCarthy,MLB,AZ,Doubles,CHC,0.5,demon
Nico Hoerner,MLB,CHC,Walks,AZ,0.5,demon
Seiya Suzuki,MLB,CHC,Total Bases,AZ,2.5,demon
Corbin Carroll,MLB,AZ,Total Bases,CHC,4.5,demon
Brandon Pfaadt,MLB,AZ,Pitching Outs,CHC,16.5,standard
Pete Crow-Armstrong,MLB,CHC,Total Bases,AZ,3.5,demon
Ian Happ,MLB,CHC,Doubles,AZ,0.5,demon
Pete Crow-Armstrong,MLB,CHC,Total Bases,AZ,2.5,demon
Josh Naylor,MLB,AZ,Total Bases,CHC,3.5,demon
Ian Happ,MLB,CHC,RBIs,AZ,0.5,demon
Gabriel Moreno,MLB,AZ,Walks,CHC,0.5,demon
Matt Shaw,MLB,CHC,Hits+Runs+RBIs,AZ,0.5,goblin
Shota Imanaga,MLB,CHC,Pitcher Fantasy Score,AZ,24.5,standard
Seiya Suzuki,MLB,CHC,Hits+Runs+RBIs,AZ,2.5,demon
Pete Crow-Armstrong,MLB,CHC,Walks,AZ,0.5,demon
Pete Crow-Armstrong,MLB,CHC,RBIs,AZ,1.5,demon
Seiya Suzuki,MLB,CHC,RBIs,AZ,1.5,demon
Eugenio Suárez,MLB,AZ,Hits+Runs+RBIs,CHC,0.5,goblin
Ketel Marte,MLB,AZ,Walks,CHC,0.5,demon
Michael Busch,MLB,CHC,Hits+Runs+RBIs,AZ,2.5,demon
Miguel Amaya,MLB,CHC,RBIs,AZ,0.5,demon
Kyle Tucker,MLB,CHC,Hits,AZ,1.5,demon
Seiya Suzuki,MLB,CHC,Runs,AZ,1.5,demon
Randal Grichuk,MLB,AZ,Total Bases,CHC,0.5,goblin
Kyle Tucker,MLB,CHC,Doubles,AZ,0.5,demon
Ketel Marte,MLB,AZ,Doubles,CHC,0.5,demon
Gabriel Moreno,MLB,AZ,Total Bases,CHC,3.5,demon
Eugenio Suárez,MLB,AZ,Total Bases,CHC,2.5,demon
Eugenio Suárez,MLB,AZ,RBIs,CHC,1.5,demon
Michael Busch,MLB,CHC,Hits,AZ,0.5,goblin
Dansby Swanson,MLB,CHC,Total Bases,AZ,0.5,goblin
Corbin Carroll,MLB,AZ,Hits,CHC,0.5,goblin
Ketel Marte,MLB,AZ,Singles,CHC,1.5,demon
Corbin Carroll,MLB,AZ,Hits,CHC,1.5,demon
Eugenio Suárez,MLB,AZ,Total Bases,CHC,3.5,demon
Ketel Marte,MLB,AZ,Hits,CHC,2.5,demon
Josh Naylor,MLB,AZ,RBIs,CHC,1.5,demon
Geraldo Perdomo,MLB,AZ,Total Bases,CHC,2.5,demon
Dansby Swanson,MLB,CHC,Doubles,AZ,0.5,demon
Gabriel Moreno,MLB,AZ,Singles,CHC,1.5,demon
Corbin Carroll,MLB,AZ,Runs,CHC,1.5,demon
Dansby Swanson,MLB,CHC,Walks,AZ,0.5,demon
Ian Happ,MLB,CHC,RBIs,AZ,1.5,demon
Michael Busch,MLB,CHC,Hits,AZ,1.5,demon
Ian Happ,MLB,CHC,Runs,AZ,1.5,demon
Matt Shaw,MLB,CHC,Hits,AZ,1.5,demon
Brandon Pfaadt,MLB,AZ,Pitcher Strikeouts,CHC,5.5,standard
Corbin Carroll,MLB,AZ,RBIs,CHC,1.5,demon
Kyle Tucker,MLB,CHC,Singles,AZ,1.5,demon
Matt Shaw,MLB,CHC,RBIs,AZ,0.5,demon
Matt Shaw,MLB,CHC,RBIs,AZ,1.5,demon
Ian Happ,MLB,CHC,Total Bases,AZ,3.5,demon
Seiya Suzuki,MLB,CHC,Total Bases,AZ,3.5,demon
Randal Grichuk,MLB,AZ,Total Bases,CHC,2.5,demon
Matt Shaw,MLB,CHC,Walks,AZ,0.5,demon
Seiya Suzuki,MLB,CHC,Total Bases,AZ,4.5,demon
Dansby Swanson,MLB,CHC,Total Bases,AZ,1.5,demon
Miguel Amaya,MLB,CHC,Total Bases,AZ,2.5,demon
Randal Grichuk,MLB,AZ,RBIs,CHC,1.5,demon
Nico Hoerner,MLB,CHC,RBIs,AZ,1.5,demon
Nico Hoerner,MLB,CHC,Singles,AZ,1.5,demon
Nico Hoerner,MLB,CHC,Total Bases,AZ,0.5,goblin
Nico Hoerner,MLB,CHC,Total Bases,AZ,2.5,demon
Kyle Tucker,MLB,CHC,Hits+Runs+RBIs,AZ,2.5,demon
Josh Naylor,MLB,AZ,Hits,CHC,0.5,goblin
Gabriel Moreno,MLB,AZ,Total Bases,CHC,2.5,demon
Corbin Carroll,MLB,AZ,Total Bases,CHC,0.5,goblin
Nico Hoerner,MLB,CHC,Total Bases,AZ,3.5,demon
Pete Crow-Armstrong,MLB,CHC,Hits,AZ,0.5,goblin
Michael Busch,MLB,CHC,Total Bases,AZ,0.5,goblin
Randal Grichuk,MLB,AZ,Hits+Runs+RBIs,CHC,0.5,goblin
Shota Imanaga,MLB,CHC,Pitcher Strikeouts,AZ,4.5,standard
Brandon Pfaadt,MLB,AZ,Pitcher Fantasy Score,CHC,29.5,standard
Ketel Marte,MLB,AZ,Runs,CHC,0.5,standard
Ketel Marte,MLB,AZ,Total Bases,CHC,1.5,standard
Ian Happ,MLB,CHC,Runs,AZ,0.5,standard
Ian Happ,MLB,CHC,Hits+Runs+RBIs,AZ,1.5,standard
Gabriel Moreno,MLB,AZ,Hits+Runs+RBIs,CHC,1.5,standard
Nico Hoerner,MLB,CHC,Hits+Runs+RBIs,AZ,1.5,standard
Josh Naylor,MLB,AZ,Hits+Runs+RBIs,CHC,1.5,standard
Seiya Suzuki,MLB,CHC,Hits+Runs+RBIs,AZ,1.5,standard
Corbin Carroll,MLB,AZ,Hits+Runs+RBIs,CHC,1.5,standard
Dansby Swanson,MLB,CHC,Hits+Runs+RBIs,AZ,1.5,standard
Brandon Pfaadt,MLB,AZ,Pitcher Strikeouts,CHC,7.5,demon
Brandon Pfaadt,MLB,AZ,Pitcher Strikeouts,CHC,6.5,demon
Shota Imanaga,MLB,CHC,Pitcher Strikeouts,AZ,3.5,goblin
Brandon Pfaadt,MLB,AZ,Pitcher Strikeouts,CHC,4.5,goblin
Shota Imanaga,MLB,CHC,Earned Runs Allowed,AZ,1.5,goblin
Brandon Pfaadt,MLB,AZ,Pitcher Strikeouts,CHC,8.5,demon
Brandon Pfaadt,MLB,AZ,Hits Allowed,CHC,6.5,demon
Shota Imanaga,MLB,CHC,Hits Allowed,AZ,6.5,demon
Brandon Pfaadt,MLB,AZ,Hits Allowed,CHC,5.5,demon
Brandon Pfaadt,MLB,AZ,Hits Allowed,CHC,3.5,goblin
Shota Imanaga,MLB,CHC,Pitcher Strikeouts,AZ,6.5,demon
Shota Imanaga,MLB,CHC,Pitcher Strikeouts,AZ,5.5,demon
Shota Imanaga,MLB,CHC,Walks Allowed,AZ,1.5,demon
Shota Imanaga,MLB,CHC,Pitcher Strikeouts,AZ,7.5,demon
Brandon Pfaadt,MLB,AZ,Earned Runs Allowed,CHC,1.5,goblin
Shota Imanaga,MLB,CHC,Pitching Outs,AZ,15.5,standard
Michael Busch,MLB,CHC,Hits+Runs+RBIs,AZ,1.5,standard
Jake Rogers,MLB,DET,Hits+Runs+RBIs,LAD,1.5,demon
Jake Rogers,MLB,DET,RBIs,LAD,0.5,demon
Jake Rogers,MLB,DET,Singles,LAD,0.5,demon
Jake Rogers,MLB,DET,Total Bases,LAD,2.5,demon
Teoscar Hernández,MLB,LAD,Hits+Runs+RBIs,DET,2.5,demon
Freddie Freeman,MLB,LAD,RBIs,DET,1.5,demon
Javier Báez,MLB,DET,Total Bases,LAD,2.5,demon
Javier Báez,MLB,DET,Hits+Runs+RBIs,LAD,1.5,demon
Javier Báez,MLB,DET,Doubles,LAD,0.5,demon
Zach McKinstry,MLB,DET,Total Bases,LAD,2.5,demon
Ryan Kreidler,MLB,DET,Doubles,LAD,0.5,demon
Riley Greene,MLB,DET,Hits+Runs+RBIs,LAD,0.5,goblin
Ryan Kreidler,MLB,DET,Hits+Runs+RBIs,LAD,1.5,demon
Riley Greene,MLB,DET,Hits,LAD,1.5,demon
Freddie Freeman,MLB,LAD,Doubles,DET,0.5,demon
Colt Keith,MLB,DET,Doubles,LAD,0.5,demon
Jake Rogers,MLB,DET,Total Bases,LAD,3.5,demon
Ryan Kreidler,MLB,DET,Singles,LAD,0.5,demon
Andy Pages,MLB,LAD,Hits,DET,1.5,demon
Ryan Kreidler,MLB,DET,Total Bases,LAD,1.5,demon
Ryan Kreidler,MLB,DET,Total Bases,LAD,2.5,demon
Ryan Kreidler,MLB,DET,Walks,LAD,0.5,demon
Shohei Ohtani,MLB,LAD,Doubles,DET,0.5,demon
Shohei Ohtani,MLB,LAD,Hits,DET,0.5,goblin
Teoscar Hernández,MLB,LAD,Doubles,DET,0.5,demon
Mookie Betts,MLB,LAD,Total Bases,DET,4.5,demon
Mookie Betts,MLB,LAD,Total Bases,DET,3.5,demon
Mookie Betts,MLB,LAD,Total Bases,DET,2.5,demon
Mookie Betts,MLB,LAD,RBIs,DET,1.5,demon
Mookie Betts,MLB,LAD,RBIs,DET,0.5,demon
Riley Greene,MLB,DET,Total Bases,LAD,2.5,demon
Javier Báez,MLB,DET,Hits,LAD,1.5,demon
Jake Rogers,MLB,DET,Total Bases,LAD,1.5,demon
Mookie Betts,MLB,LAD,Hits,DET,0.5,goblin
Freddie Freeman,MLB,LAD,Total Bases,DET,3.5,demon
Michael Conforto,MLB,LAD,Walks,DET,0.5,demon
Michael Conforto,MLB,LAD,Total Bases,DET,3.5,demon
Michael Conforto,MLB,LAD,Singles,DET,0.5,demon
Spencer Torkelson,MLB,DET,Walks,LAD,0.5,demon
Michael Conforto,MLB,LAD,RBIs,DET,0.5,demon
Colt Keith,MLB,DET,Hits+Runs+RBIs,LAD,0.5,goblin
Michael Conforto,MLB,LAD,Hits+Runs+RBIs,DET,0.5,goblin
Michael Conforto,MLB,LAD,Hits,DET,1.5,demon
Max Muncy,MLB,LAD,Total Bases,DET,1.5,demon
Riley Greene,MLB,DET,Total Bases,LAD,3.5,demon
Shohei Ohtani,MLB,LAD,Total Bases,DET,1.5,standard
Max Muncy,MLB,LAD,RBIs,DET,0.5,demon
Spencer Torkelson,MLB,DET,RBIs,LAD,1.5,demon
Max Muncy,MLB,LAD,Runs,DET,1.5,demon
Shohei Ohtani,MLB,LAD,Runs,DET,0.5,goblin
Spencer Torkelson,MLB,DET,Total Bases,LAD,2.5,demon
Teoscar Hernández,MLB,LAD,Total Bases,DET,2.5,demon
Will Smith,MLB,LAD,Doubles,DET,0.5,demon
Will Smith,MLB,LAD,Hits,DET,1.5,demon
Teoscar Hernández,MLB,LAD,RBIs,DET,1.5,demon
Jake Rogers,MLB,DET,Hits,LAD,1.5,demon
Tommy Edman,MLB,LAD,Doubles,DET,0.5,demon
Kerry Carpenter,MLB,DET,Walks,LAD,0.5,demon
Kerry Carpenter,MLB,DET,Total Bases,LAD,3.5,demon
Shohei Ohtani,MLB,LAD,Walks,DET,0.5,standard
Kerry Carpenter,MLB,DET,Total Bases,LAD,2.5,demon
Andy Ibáñez,MLB,DET,RBIs,LAD,0.5,demon
Kerry Carpenter,MLB,DET,Total Bases,LAD,4.5,demon
Spencer Torkelson,MLB,DET,RBIs,LAD,0.5,demon
Teoscar Hernández,MLB,LAD,Hits,DET,0.5,goblin
Colt Keith,MLB,DET,Total Bases,LAD,1.5,demon
Max Muncy,MLB,LAD,Doubles,DET,0.5,demon
Javier Báez,MLB,DET,Walks,LAD,0.5,demon
Max Muncy,MLB,LAD,Total Bases,DET,2.5,demon
Shohei Ohtani,MLB,LAD,Total Bases,DET,2.5,demon
Shohei Ohtani,MLB,LAD,RBIs,DET,1.5,demon
Mookie Betts,MLB,LAD,Walks,DET,0.5,demon
Riley Greene,MLB,DET,RBIs,LAD,0.5,demon
Zach McKinstry,MLB,DET,Singles,LAD,0.5,demon
Will Smith,MLB,LAD,RBIs,DET,1.5,demon
Will Smith,MLB,LAD,Total Bases,DET,0.5,goblin
Will Smith,MLB,LAD,Total Bases,DET,2.5,demon
Michael Conforto,MLB,LAD,Doubles,DET,0.5,demon
Will Smith,MLB,LAD,Walks,DET,0.5,demon
Will Smith,MLB,LAD,RBIs,DET,0.5,demon
Zach McKinstry,MLB,DET,Hits+Runs+RBIs,LAD,1.5,demon
Will Smith,MLB,LAD,Singles,DET,1.5,demon
Spencer Torkelson,MLB,DET,Runs,LAD,0.5,demon
Kerry Carpenter,MLB,DET,Runs,LAD,0.5,demon
Zach McKinstry,MLB,DET,Runs,LAD,0.5,demon
Will Smith,MLB,LAD,Total Bases,DET,1.5,demon
Will Smith,MLB,LAD,Total Bases,DET,3.5,demon
Zach McKinstry,MLB,DET,Doubles,LAD,0.5,demon
Zach McKinstry,MLB,DET,Hits,LAD,1.5,demon
Zach McKinstry,MLB,DET,RBIs,LAD,0.5,demon
Andy Ibáñez,MLB,DET,Runs,LAD,0.5,demon
Andy Ibáñez,MLB,DET,Hits+Runs+RBIs,LAD,1.5,demon
Andy Ibáñez,MLB,DET,Hits,LAD,1.5,demon
Max Muncy,MLB,LAD,RBIs,DET,1.5,demon
Jake Rogers,MLB,DET,Doubles,LAD,0.5,demon
Jake Rogers,MLB,DET,Runs,LAD,0.5,demon
Jake Rogers,MLB,DET,Walks,LAD,0.5,demon
Max Muncy,MLB,LAD,Total Bases,DET,3.5,demon
Javier Báez,MLB,DET,Total Bases,LAD,1.5,demon
Max Muncy,MLB,LAD,Total Bases,DET,4.5,demon
Zach McKinstry,MLB,DET,Walks,LAD,0.5,demon
Andy Ibáñez,MLB,DET,Walks,LAD,0.5,demon
Colt Keith,MLB,DET,Walks,LAD,0.5,demon
Kerry Carpenter,MLB,DET,RBIs,LAD,1.5,demon
Kerry Carpenter,MLB,DET,Hits,LAD,1.5,demon
Teoscar Hernández,MLB,LAD,Total Bases,DET,1.5,demon
Freddie Freeman,MLB,LAD,Hits,DET,1.5,demon
Reese Olson,MLB,DET,Hits Allowed,LAD,4.5,standard
Zach McKinstry,MLB,DET,Total Bases,LAD,3.5,demon
Mookie Betts,MLB,LAD,Hits+Runs+RBIs,DET,2.5,demon
Will Smith,MLB,LAD,Hits+Runs+RBIs,DET,2.5,demon
Colt Keith,MLB,DET,RBIs,LAD,0.5,demon
Zach McKinstry,MLB,DET,Total Bases,LAD,1.5,demon
Michael Conforto,MLB,LAD,Runs,DET,0.5,demon
Freddie Freeman,MLB,LAD,Singles,DET,1.5,demon
Michael Conforto,MLB,LAD,RBIs,DET,1.5,demon
Teoscar Hernández,MLB,LAD,Total Bases,DET,0.5,goblin
Shohei Ohtani,MLB,LAD,Runs,DET,1.5,demon
Mookie Betts,MLB,LAD,Runs,DET,1.5,demon
Teoscar Hernández,MLB,LAD,Hits,DET,1.5,demon
Teoscar Hernández,MLB,LAD,Runs,DET,1.5,demon
Spencer Torkelson,MLB,DET,Singles,LAD,0.5,demon
Max Muncy,MLB,LAD,Singles,DET,0.5,demon
Andy Pages,MLB,LAD,Runs,DET,0.5,demon
Teoscar Hernández,MLB,LAD,Hits+Runs+RBIs,DET,1.5,standard
Freddie Freeman,MLB,LAD,Hits+Runs+RBIs,DET,2.5,demon
Reese Olson,MLB,DET,Earned Runs Allowed,LAD,2.5,standard
Spencer Torkelson,MLB,DET,Hits+Runs+RBIs,LAD,0.5,goblin
Shohei Ohtani,MLB,LAD,Hits+Runs+RBIs,DET,1.5,goblin
Shohei Ohtani,MLB,LAD,Total Bases,DET,3.5,demon
Freddie Freeman,MLB,LAD,Total Bases,DET,0.5,goblin
Shohei Ohtani,MLB,LAD,Total Bases,DET,0.5,goblin
Spencer Torkelson,MLB,DET,Doubles,LAD,0.5,demon
Michael Conforto,MLB,LAD,Total Bases,DET,1.5,demon
Freddie Freeman,MLB,LAD,Hits,DET,0.5,goblin
Shohei Ohtani,MLB,LAD,Hits,DET,1.5,demon
Michael Conforto,MLB,LAD,Total Bases,DET,2.5,demon
Kerry Carpenter,MLB,DET,Singles,LAD,0.5,demon
Tommy Edman,MLB,LAD,Total Bases,DET,1.5,demon
Riley Greene,MLB,DET,Doubles,LAD,0.5,demon
Javier Báez,MLB,DET,Runs,LAD,0.5,demon
Javier Báez,MLB,DET,RBIs,LAD,0.5,demon
Teoscar Hernández,MLB,LAD,RBIs,DET,0.5,demon
Will Smith,MLB,LAD,Hits,DET,0.5,goblin
Riley Greene,MLB,DET,Total Bases,LAD,1.5,demon
Colt Keith,MLB,DET,Runs,LAD,0.5,demon
Ryan Kreidler,MLB,DET,RBIs,LAD,0.5,demon
Mookie Betts,MLB,LAD,Doubles,DET,0.5,demon
Colt Keith,MLB,DET,Total Bases,LAD,2.5,demon
Tommy Edman,MLB,LAD,Hits,DET,1.5,demon
Ryan Kreidler,MLB,DET,Runs,LAD,0.5,demon
Andy Pages,MLB,LAD,Doubles,DET,0.5,demon
Tommy Edman,MLB,LAD,Walks,DET,0.5,demon
Max Muncy,MLB,LAD,Hits+Runs+RBIs,DET,0.5,goblin
Max Muncy,MLB,LAD,Hits,DET,1.5,demon
Spencer Torkelson,MLB,DET,Total Bases,LAD,1.5,demon
Tommy Edman,MLB,LAD,Runs,DET,0.5,demon
Mookie Betts,MLB,LAD,Singles,DET,1.5,demon
Andy Ibáñez,MLB,DET,Doubles,LAD,0.5,demon
Andy Ibáñez,MLB,DET,Total Bases,LAD,1.5,demon
Tommy Edman,MLB,LAD,Hits+Runs+RBIs,DET,0.5,goblin
Andy Ibáñez,MLB,DET,Total Bases,LAD,2.5,demon
Spencer Torkelson,MLB,DET,Total Bases,LAD,3.5,demon
Spencer Torkelson,MLB,DET,Hits,LAD,1.5,demon
Tommy Edman,MLB,LAD,RBIs,DET,0.5,demon
Kerry Carpenter,MLB,DET,Hits+Runs+RBIs,LAD,0.5,goblin
Andy Pages,MLB,LAD,Hits+Runs+RBIs,DET,0.5,goblin
Andy Pages,MLB,LAD,RBIs,DET,0.5,demon
Andy Pages,MLB,LAD,RBIs,DET,1.5,demon
Andy Pages,MLB,LAD,Total Bases,DET,1.5,demon
Andy Pages,MLB,LAD,Total Bases,DET,2.5,demon
Andy Pages,MLB,LAD,Walks,DET,0.5,demon
Colt Keith,MLB,DET,Hits,LAD,1.5,demon
Tommy Edman,MLB,LAD,Total Bases,DET,3.5,demon
Mookie Betts,MLB,LAD,Total Bases,DET,0.5,goblin
Andy Pages,MLB,LAD,Total Bases,DET,3.5,demon
Kerry Carpenter,MLB,DET,RBIs,LAD,0.5,demon
Colt Keith,MLB,DET,Hits+Runs+RBIs,LAD,1.5,demon
Kerry Carpenter,MLB,DET,Total Bases,LAD,1.5,demon
Kerry Carpenter,MLB,DET,Doubles,LAD,0.5,demon
Teoscar Hernández,MLB,LAD,Total Bases,DET,3.5,demon
Colt Keith,MLB,DET,Total Bases,LAD,3.5,demon
Teoscar Hernández,MLB,LAD,Singles,DET,1.5,demon
Tommy Edman,MLB,LAD,Total Bases,DET,2.5,demon
Javier Báez,MLB,DET,Total Bases,LAD,3.5,demon
Freddie Freeman,MLB,LAD,RBIs,DET,0.5,demon
Shohei Ohtani,MLB,LAD,Total Bases,DET,4.5,demon
Freddie Freeman,MLB,LAD,Runs,DET,1.5,demon
Teoscar Hernández,MLB,LAD,Walks,DET,0.5,demon
Freddie Freeman,MLB,LAD,Total Bases,DET,2.5,demon
Freddie Freeman,MLB,LAD,Total Bases,DET,4.5,demon
Javier Báez,MLB,DET,Total Bases,LAD,0.5,standard
Roki Sasaki,MLB,LAD,Earned Runs Allowed,DET,1.5,standard
Will Smith,MLB,LAD,Hits+Runs+RBIs,DET,1.5,standard
Ryan Kreidler,MLB,DET,Hits+Runs+RBIs,LAD,0.5,standard
Max Muncy,MLB,LAD,Total Bases,DET,0.5,standard
Jake Rogers,MLB,DET,Total Bases,LAD,0.5,standard
Zach McKinstry,MLB,DET,Total Bases,LAD,0.5,standard
Reese Olson,MLB,DET,Hits Allowed,LAD,5.5,demon
Roki Sasaki,MLB,LAD,Pitcher Strikeouts,DET,7.5,demon
Reese Olson,MLB,DET,Hits Allowed,LAD,3.5,goblin
Roki Sasaki,MLB,LAD,Earned Runs Allowed,DET,2.5,demon
Reese Olson,MLB,DET,Pitcher Strikeouts,LAD,6.5,demon
Reese Olson,MLB,DET,Earned Runs Allowed,LAD,1.5,goblin
Roki Sasaki,MLB,LAD,Pitcher Strikeouts,DET,5.5,demon
Reese Olson,MLB,DET,Pitcher Strikeouts,LAD,7.5,demon
Roki Sasaki,MLB,LAD,Hits Allowed,DET,2.5,goblin
Reese Olson,MLB,DET,Earned Runs Allowed,LAD,3.5,demon
Reese Olson,MLB,DET,Pitcher Strikeouts,LAD,5.5,demon
Reese Olson,MLB,DET,Pitcher Strikeouts,LAD,3.5,goblin
Roki Sasaki,MLB,LAD,Pitcher Strikeouts,DET,6.5,demon
Roki Sasaki,MLB,LAD,Hits Allowed,DET,4.5,demon
Roki Sasaki,MLB,LAD,Earned Runs Allowed,DET,0.5,goblin
Roki Sasaki,MLB,LAD,Hits Allowed,DET,5.5,demon
Reese Olson,MLB,DET,Hits Allowed,LAD,6.5,demon
Tyler Soderstrom,MLB,OAK,Total Bases,SEA,3.5,demon
Brent Rooker,MLB,OAK,Walks,SEA,0.5,demon
Shea Langeliers,MLB,OAK,Singles,SEA,0.5,demon
Brent Rooker,MLB,OAK,Singles,SEA,0.5,demon
Miguel Andujar,MLB,OAK,RBIs,SEA,0.5,demon
Tyler Soderstrom,MLB,OAK,Singles,SEA,0.5,demon
Miguel Andujar,MLB,OAK,Hits,SEA,0.5,goblin
Luke Raley Jr.,MLB,SEA,Singles,ATH,0.5,demon
Brent Rooker,MLB,OAK,Doubles,SEA,0.5,demon
J.P. Crawford,MLB,SEA,Singles,ATH,0.5,demon
Ryan Bliss,MLB,SEA,Runs,ATH,0.5,demon
Lawrence Butler,MLB,OAK,Hits,SEA,1.5,demon
JJ Bleday,MLB,OAK,RBIs,SEA,0.5,demon
Luke Raley Jr.,MLB,SEA,Total Bases,ATH,1.5,demon
Julio Rodríguez,MLB,SEA,Singles,ATH,1.5,demon
Miguel Andujar,MLB,OAK,Runs,SEA,0.5,demon
Cal Raleigh,MLB,SEA,Walks,ATH,0.5,demon
JJ Bleday,MLB,OAK,Singles,SEA,0.5,demon
Jacob Wilson,MLB,OAK,Runs,SEA,0.5,demon
Shea Langeliers,MLB,OAK,Walks,SEA,0.5,demon
Shea Langeliers,MLB,OAK,Total Bases,SEA,2.5,demon
Randy Arozarena,MLB,SEA,Hits+Runs+RBIs,ATH,0.5,goblin
Miguel Andujar,MLB,OAK,Total Bases,SEA,2.5,demon
Ryan Bliss,MLB,SEA,Doubles,ATH,0.5,demon
Julio Rodríguez,MLB,SEA,Total Bases,ATH,4.5,demon
Brent Rooker,MLB,OAK,Total Bases,SEA,4.5,demon
Tyler Soderstrom,MLB,OAK,RBIs,SEA,0.5,demon
Lawrence Butler,MLB,OAK,Hits,SEA,0.5,goblin
Cal Raleigh,MLB,SEA,Doubles,ATH,0.5,demon
Jacob Wilson,MLB,OAK,RBIs,SEA,0.5,demon
Julio Rodríguez,MLB,SEA,Total Bases,ATH,2.5,demon
Julio Rodríguez,MLB,SEA,Total Bases,ATH,0.5,goblin
Julio Rodríguez,MLB,SEA,RBIs,ATH,1.5,demon
Randy Arozarena,MLB,SEA,RBIs,ATH,0.5,demon
Luke Raley Jr.,MLB,SEA,Hits+Runs+RBIs,ATH,0.5,goblin
Shea Langeliers,MLB,OAK,RBIs,SEA,0.5,demon
Tyler Soderstrom,MLB,OAK,Total Bases,SEA,1.5,demon
Jacob Wilson,MLB,OAK,Doubles,SEA,0.5,demon
Brent Rooker,MLB,OAK,Total Bases,SEA,2.5,demon
Shea Langeliers,MLB,OAK,Runs,SEA,0.5,demon
Julio Rodríguez,MLB,SEA,RBIs,ATH,0.5,demon
Lawrence Butler,MLB,OAK,Total Bases,SEA,4.5,demon
Lawrence Butler,MLB,OAK,Hits+Runs+RBIs,SEA,0.5,goblin
Lawrence Butler,MLB,OAK,Total Bases,SEA,2.5,demon
Ryan Bliss,MLB,SEA,Walks,ATH,0.5,demon
Shea Langeliers,MLB,OAK,Total Bases,SEA,3.5,demon
Tyler Soderstrom,MLB,OAK,Hits,SEA,1.5,demon
J.P. Crawford,MLB,SEA,Hits,ATH,1.5,demon
Jorge Polanco,MLB,SEA,Total Bases,ATH,2.5,demon
Osvaldo Bido,MLB,OAK,Pitching Outs,SEA,14.5,goblin
Brent Rooker,MLB,OAK,Hits+Runs+RBIs,SEA,0.5,goblin
JJ Bleday,MLB,OAK,Hits+Runs+RBIs,SEA,0.5,goblin
Osvaldo Bido,MLB,ATH,Pitcher Fantasy Score,SEA,25.5,standard
Tyler Soderstrom,MLB,OAK,Total Bases,SEA,2.5,demon
J.P. Crawford,MLB,SEA,Runs,ATH,0.5,demon
Jacob Wilson,MLB,OAK,Hits+Runs+RBIs,SEA,1.5,demon
Shea Langeliers,MLB,OAK,RBIs,SEA,1.5,demon
Miguel Andujar,MLB,OAK,Hits+Runs+RBIs,SEA,0.5,goblin
Randy Arozarena,MLB,SEA,Total Bases,ATH,3.5,demon
Brent Rooker,MLB,OAK,RBIs,SEA,0.5,demon
J.P. Crawford,MLB,SEA,Hits+Runs+RBIs,ATH,1.5,demon
Lawrence Butler,MLB,OAK,RBIs,SEA,0.5,demon
Cal Raleigh,MLB,SEA,Hits+Runs+RBIs,ATH,2.5,demon
J.P. Crawford,MLB,SEA,Walks,ATH,0.5,demon
Victor Robles,MLB,SEA,Total Bases,ATH,1.5,demon
Julio Rodríguez,MLB,SEA,Hits+Runs+RBIs,ATH,2.5,demon
Lawrence Butler,MLB,OAK,Total Bases,SEA,0.5,goblin
Luke Raley Jr.,MLB,SEA,Doubles,ATH,0.5,demon
Jorge Polanco,MLB,SEA,Doubles,ATH,0.5,demon
Jorge Polanco,MLB,SEA,Total Bases,ATH,1.5,demon
Jacob Wilson,MLB,OAK,Hits,SEA,1.5,demon
Jorge Polanco,MLB,SEA,RBIs,ATH,0.5,demon
Shea Langeliers,MLB,OAK,Doubles,SEA,0.5,demon
